User-ID,ISBN,Book-Rating
7915,0312195516,10
8245,0312195516,9
8253,0312195516,0
8681,0312195516,8
8734,0312195516,9
277212,04402372224,8
277411,04402372224,0
278418,04402372224,0
243,04402372224,7
256,04402372224,8
1435,04402372224,0
1530,04402372224,8
1608,04402372224,0
2907,04402372224,5
3167,04402372224,0
3991,04402372224,0
5331,04402372224,0
6577,04402372224,0
6900,04402372224,0
7125,04402372224,0
7283,04402372224,10
8066,04402372224,7
9856,04402372224,0
10112,04402372224,0
10447,04402372224,0
11155,04402372224,6
11245,04402372224,0
11532,04402372224,0
11676,04402372224,8
11718,04402372224,8
12333,04402372224,7
13552,04402372224,0
14521,04402372224,0
15623,04402372224,8
16475,04402372224,0
277358,0679781587,10
277681,0679781587,0
277873,0679781587,10
277965,0679781587,9
278844,0679781587,7
254,0679781587,8
763,0679781587,8
882,0679781587,10
936,0679781587,5
1254,0679781587,9
1652,0679781587,7
2313,0679781587,0
2326,0679781587,0
3534,0679781587,8
4017,0679781587,9
4938,0679781587,0
5476,0679781587,0
5483,0679781587,0
5582,0679781587,0
6575,0679781587,9
7286,0679781587,0
7915,0679781587,0
8253,0679781587,10
8453,0679781587,8
8454,0679781587,10
9394,0679781587,0
9856,0679781587,10
10273,0679781587,9
11120,0679781587,0
11676,0679781587,0
277427,0142001740,0
277803,0142001740,8
277958,0142001740,9
278541,0142001740,9
254,0142001740,9
383,0142001740,0
507,0142001740,10
1075,0142001740,10
2337,0142001740,8
2388,0142001740,6
2766,0142001740,0
2891,0142001740,7
4017,0142001740,0
5539,0142001740,8
5902,0142001740,0
5903,0142001740,0
6333,0142001740,0
6543,0142001740,9
6575,0142001740,8
6637,0142001740,10
6704,0142001740,10
7105,0142001740,7
7283,0142001740,0
7874,0142001740,9
8066,0142001740,10
8362,0142001740,0
8454,0142001740,9
8681,0142001740,9
8870,0142001740,0
10314,0142001740,0
277888,06797640224,0
277997,06797640224,8
254,06797640224,0
882,06797640224,10
1535,06797640224,10
2766,06797640224,0
2891,06797640224,0
3371,06797640224,0
3739,06797640224,5
4017,06797640224,10
4144,06797640224,5
4732,06797640224,9
4958,06797640224,0
6242,06797640224,8
6251,06797640224,8
6285,06797640224,0
6392,06797640224,10
6575,06797640224,7
6577,06797640224,9
7119,06797640224,9
7346,06797640224,0
7915,06797640224,0
8253,06797640224,10
8290,06797640224,10
8487,06797640224,0
8937,06797640224,0
10067,06797640224,0
10447,06797640224,0
10590,06797640224,0
11169,06797640224,0
277439,0671027360,7
278254,0671027360,8
278390,0671027360,7
278422,0671027360,6
114,0671027360,10
1031,0671027360,7
1848,0671027360,0
2358,0671027360,0
3344,0671027360,8
3373,0671027360,5
3556,0671027360,10
3640,0671027360,8
4092,0671027360,7
4098,0671027360,7
5358,0671027360,0
8681,0671027360,0
8801,0671027360,10
9226,0671027360,0
10118,0671027360,10
10560,0671027360,8
11676,0671027360,0
12272,0671027360,10
13173,0671027360,9
13273,0671027360,8
13552,0671027360,0
14422,0671027360,0
15602,0671027360,0
15819,0671027360,10
16106,0671027360,10
16795,0671027360,0
277901,0446672211,7
277938,0446672211,9
278144,0446672211,0
278418,0446672211,0
278633,0446672211,0
595,0446672211,10
1131,0446672211,7
1435,0446672211,8
2386,0446672211,0
3363,0446672211,10
3669,0446672211,10
5439,0446672211,0
6251,0446672211,0
6537,0446672211,8
6563,0446672211,0
6575,0446672211,8
6679,0446672211,9
6796,0446672211,0
6900,0446672211,0
7158,0446672211,8
7228,0446672211,8
7346,0446672211,0
7860,0446672211,8
7915,0446672211,0
8066,0446672211,7
8220,0446672211,10
8487,0446672211,0
8840,0446672211,7
9856,0446672211,0
11676,0446672211,10
276939,05903534224,0
278162,05903534224,10
278356,05903534224,0
278843,05903534224,8
1733,05903534224,10
2110,05903534224,10
2793,05903534224,0
2804,05903534224,0
3418,05903534224,10
4017,05903534224,0
4092,05903534224,0
4896,05903534224,0
5207,05903534224,8
5737,05903534224,0
6251,05903534224,0
6563,05903534224,8
6900,05903534224,0
7072,05903534224,7
7482,05903534224,8
7809,05903534224,8
9227,05903534224,0
9490,05903534224,10
9613,05903534224,0
9637,05903534224,5
9747,05903534224,10
9856,05903534224,0
9908,05903534224,10
10001,05903534224,0
10030,05903534224,0
10560,05903534224,10
277245,0316601950,0
277535,0316601950,9
278007,0316601950,6
278188,0316601950,0
278843,0316601950,0
243,0316601950,9
3100,0316601950,6
4090,0316601950,8
4157,0316601950,0
4669,0316601950,6
5268,0316601950,0
6575,0316601950,0
8234,0316601950,8
8250,0316601950,0
8253,0316601950,9
8362,0316601950,0
8454,0316601950,9
8840,0316601950,7
10001,0316601950,0
10241,0316601950,0
10314,0316601950,8
10433,0316601950,0
10619,0316601950,9
11070,0316601950,5
11601,0316601950,0
11676,0316601950,0
12524,0316601950,0
12619,0316601950,5
12775,0316601950,8
13273,0316601950,9
278122,0375727345,10
243,0375727345,0
254,0375727345,0
3373,0375727345,7
3761,0375727345,0
4193,0375727345,5
5582,0375727345,0
5742,0375727345,0
6251,0375727345,6
6575,0375727345,0
6764,0375727345,8
6900,0375727345,0
7125,0375727345,7
7346,0375727345,0
8245,0375727345,0
8681,0375727345,0
8801,0375727345,0
9747,0375727345,0
10447,0375727345,0
11400,0375727345,0
11489,0375727345,9
11676,0375727345,7
12112,0375727345,0
12285,0375727345,9
12538,0375727345,0
13273,0375727345,0
14387,0375727345,9
14422,0375727345,8
14849,0375727345,0
15408,0375727345,0
278418,04402114524,0
408,04402114524,0
1903,04402114524,0
2115,04402114524,0
2977,04402114524,0
3145,04402114524,9
5609,04402114524,0
5635,04402114524,0
6251,04402114524,0
7620,04402114524,0
8245,04402114524,9
8253,04402114524,9
8362,04402114524,0
8936,04402114524,0
9417,04402114524,0
9484,04402114524,10
10030,04402114524,0
11676,04402114524,1
12538,04402114524,0
12698,04402114524,9
12989,04402114524,0
13273,04402114524,0
13552,04402114524,0
13968,04402114524,0
14521,04402114524,0
15093,04402114524,7
15651,04402114524,0
15670,04402114524,0
16488,04402114524,5
16795,04402114524,0
277246,0452282152,10
277517,0452282152,8
277901,0452282152,8
278075,0452282152,8
243,0452282152,0
254,0452282152,0
805,0452282152,8
1261,0452282152,7
1424,0452282152,0
1548,0452282152,8
2977,0452282152,7
4185,0452282152,0
4795,0452282152,9
5003,0452282152,7
6575,0452282152,6
7915,0452282152,9
8066,0452282152,0
8245,0452282152,10
8681,0452282152,0
9357,0452282152,0
10199,0452282152,10
10447,0452282152,7
11676,0452282152,0
11832,0452282152,0
12811,0452282152,8
13093,0452282152,0
13273,0452282152,0
13995,0452282152,0
14079,0452282152,8
15408,0452282152,0
277639,0440214041,9
277705,0440214041,0
278325,0440214041,7
278418,0440214041,0
2019,0440214041,5
2766,0440214041,0
3371,0440214041,0
4579,0440214041,5
5037,0440214041,9
5483,0440214041,0
5855,0440214041,0
6073,0440214041,5
6563,0440214041,0
6575,0440214041,0
7346,0440214041,0
7860,0440214041,8
7887,0440214041,0
9417,0440214041,0
9856,0440214041,0
10030,0440214041,0
11601,0440214041,0
11676,0440214041,0
11993,0440214041,7
12824,0440214041,0
13082,0440214041,0
13552,0440214041,9
13582,0440214041,0
14374,0440214041,0
14521,0440214041,0
14638,0440214041,0
276925,0804106304,0
277689,0804106304,0
278137,0804106304,8
278221,0804106304,9
278390,0804106304,0
278843,0804106304,0
67,0804106304,0
254,0804106304,0
885,0804106304,5
1424,0804106304,6
1650,0804106304,10
1773,0804106304,9
2891,0804106304,7
3026,0804106304,8
3350,0804106304,10
4017,0804106304,0
4225,0804106304,6
5903,0804106304,0
6251,0804106304,0
6323,0804106304,0
6575,0804106304,9
7346,0804106304,9
7736,0804106304,0
7856,0804106304,8
7958,0804106304,10
8253,0804106304,0
9747,0804106304,0
11657,0804106304,7
11676,0804106304,0
11993,0804106304,0
277639,0440211727,8
278418,0440211727,0
728,0440211727,0
929,0440211727,0
1435,0440211727,0
1848,0440211727,0
2019,0440211727,5
2204,0440211727,9
3093,0440211727,0
3099,0440211727,8
5037,0440211727,10
5709,0440211727,0
6073,0440211727,6
6563,0440211727,10
6867,0440211727,0
6871,0440211727,4
7620,0440211727,7
8362,0440211727,0
9856,0440211727,0
10030,0440211727,0
11283,0440211727,10
11400,0440211727,0
11676,0440211727,0
11944,0440211727,0
11993,0440211727,0
12538,0440211727,0
12824,0440211727,5
13331,0440211727,2
13518,0440211727,8
13552,0440211727,9
278137,0345337662,7
2033,0345337662,5
2399,0345337662,9
3167,0345337662,5
3363,0345337662,0
3827,0345337662,7
5609,0345337662,0
5975,0345337662,0
6251,0345337662,0
6323,0345337662,0
7346,0345337662,0
8660,0345337662,0
9747,0345337662,0
9856,0345337662,0
10112,0345337662,7
10354,0345337662,0
11169,0345337662,9
11601,0345337662,0
11676,0345337662,6
12194,0345337662,10
12538,0345337662,0
13582,0345337662,0
14521,0345337662,0
16599,0345337662,8
16867,0345337662,0
17003,0345337662,7
17357,0345337662,9
20115,0345337662,0
20172,0345337662,8
21014,0345337662,0
277427,0060930535,0
278144,0060930535,0
278221,0060930535,0
254,0060930535,0
1021,0060930535,10
1424,0060930535,7
2891,0060930535,0
3821,0060930535,7
4370,0060930535,0
4795,0060930535,10
5490,0060930535,7
5722,0060930535,8
5903,0060930535,0
6251,0060930535,0
7125,0060930535,8
7306,0060930535,7
7346,0060930535,0
7934,0060930535,0
8253,0060930535,10
8613,0060930535,10
9144,0060930535,0
11676,0060930535,0
13168,0060930535,8
13273,0060930535,9
14049,0060930535,0
14387,0060930535,0
15788,0060930535,10
15874,0060930535,0
16068,0060930535,8
16551,0060930535,7
277903,0440226430,8
278418,0440226430,0
278633,0440226430,9
243,0440226430,0
882,0440226430,0
1249,0440226430,5
1768,0440226430,10
1933,0440226430,8
3371,0440226430,9
3894,0440226430,10
5037,0440226430,6
6073,0440226430,6
6074,0440226430,8
6563,0440226430,9
6575,0440226430,0
6789,0440226430,3
7915,0440226430,7
8961,0440226430,9
9826,0440226430,0
11676,0440226430,7
13552,0440226430,0
14422,0440226430,0
14521,0440226430,0
14752,0440226430,0
15806,0440226430,0
16246,0440226430,9
16634,0440226430,0
16795,0440226430,9
17859,0440226430,9
18067,0440226430,4
453,0312278586,6
3005,0312278586,5
3079,0312278586,5
3363,0312278586,0
3371,0312278586,0
3454,0312278586,0
5476,0312278586,7
6251,0312278586,0
6543,0312278586,0
6563,0312278586,7
6575,0312278586,0
7283,0312278586,9
8253,0312278586,0
8268,0312278586,7
8362,0312278586,0
9747,0312278586,8
11601,0312278586,0
11676,0312278586,6
12917,0312278586,10
15510,0312278586,8
15651,0312278586,0
16106,0312278586,8
16263,0312278586,0
16754,0312278586,5
17869,0312278586,8
19571,0312278586,8
20336,0312278586,7
20804,0312278586,9
21014,0312278586,7
21061,0312278586,5
277563,0743418174,0
1131,0743418174,7
1433,0743418174,3
1718,0743418174,8
3363,0743418174,0
3668,0743418174,0
4183,0743418174,6
5903,0743418174,0
6251,0743418174,0
6345,0743418174,0
6563,0743418174,9
6575,0743418174,0
7125,0743418174,8
7158,0743418174,0
7283,0743418174,8
7346,0743418174,0
7820,0743418174,8
7890,0743418174,0
8066,0743418174,8
8253,0743418174,0
8454,0743418174,8
10314,0743418174,9
10560,0743418174,8
11400,0743418174,8
11676,0743418174,8
11993,0743418174,0
12863,0743418174,0
13552,0743418174,10
14422,0743418174,9
15602,0743418174,10
277195,0671021001,10
278552,0671021001,7
254,0671021001,7
424,0671021001,6
1113,0671021001,0
2183,0671021001,9
2308,0671021001,0
2358,0671021001,0
2977,0671021001,9
6140,0671021001,0
6251,0671021001,0
6563,0671021001,2
8253,0671021001,10
8487,0671021001,0
10590,0671021001,0
11400,0671021001,0
11601,0671021001,0
11676,0671021001,0
11718,0671021001,8
12154,0671021001,7
12538,0671021001,9
12586,0671021001,7
12971,0671021001,6
13973,0671021001,5
14516,0671021001,10
14521,0671021001,0
14780,0671021001,9
16246,0671021001,0
16795,0671021001,10
16916,0671021001,0
876,0345370775,0
1435,0345370775,0
1504,0345370775,8
2977,0345370775,0
3167,0345370775,9
5385,0345370775,10
5543,0345370775,0
6251,0345370775,0
7346,0345370775,8
7620,0345370775,0
7887,0345370775,0
9718,0345370775,0
9856,0345370775,0
10030,0345370775,0
11676,0345370775,8
11788,0345370775,9
11944,0345370775,8
12824,0345370775,7
12982,0345370775,8
13552,0345370775,0
13995,0345370775,0
14183,0345370775,8
14521,0345370775,10
14783,0345370775,9
16488,0345370775,0
16795,0345370775,0
16916,0345370775,0
18172,0345370775,0
20015,0345370775,8
20201,0345370775,8
278107,0446605239,8
278144,0446605239,0
278418,0446605239,0
278543,0446605239,5
254,0446605239,0
882,0446605239,0
2089,0446605239,10
2127,0446605239,8
3460,0446605239,6
5903,0446605239,0
6347,0446605239,7
6772,0446605239,5
6991,0446605239,9
7158,0446605239,10
7346,0446605239,0
7915,0446605239,0
9391,0446605239,0
10686,0446605239,0
11676,0446605239,6
13048,0446605239,8
13121,0446605239,7
13709,0446605239,10
14422,0446605239,0
14521,0446605239,0
16461,0446605239,8
16718,0446605239,9
16795,0446605239,10
17950,0446605239,6
18082,0446605239,9
18433,0446605239,9
277363,0156027321,8
277959,0156027321,8
278243,0156027321,8
486,0156027321,0
805,0156027321,9
915,0156027321,10
1412,0156027321,9
1725,0156027321,0
1848,0156027321,10
2790,0156027321,0
2891,0156027321,5
3538,0156027321,0
4017,0156027321,0
4622,0156027321,0
6368,0156027321,0
6394,0156027321,0
7125,0156027321,0
7283,0156027321,0
8066,0156027321,9
8245,0156027321,9
8255,0156027321,8
8454,0156027321,9
8681,0156027321,0
9221,0156027321,0
9408,0156027321,0
10199,0156027321,10
10447,0156027321,0
10607,0156027321,10
10819,0156027321,0
11517,0156027321,10
277124,0440241073,9
277261,0440241073,7
277427,0440241073,0
277525,0440241073,0
277629,0440241073,8
278698,0440241073,10
5207,0440241073,8
6348,0440241073,8
7346,0440241073,8
8154,0440241073,8
8487,0440241073,7
8801,0440241073,7
9856,0440241073,0
10207,0440241073,0
10607,0440241073,0
11036,0440241073,0
11245,0440241073,0
11676,0440241073,8
12583,0440241073,0
12619,0440241073,8
12963,0440241073,0
13661,0440241073,0
15408,0440241073,0
20060,0440241073,9
20776,0440241073,0
20862,0440241073,4
20971,0440241073,0
21128,0440241073,10
21512,0440241073,0
22936,0440241073,9
277042,0671003755,0
277466,0671003755,0
277478,0671003755,0
278137,0671003755,0
278220,0671003755,8
805,0671003755,8
2375,0671003755,9
2891,0671003755,7
3363,0671003755,0
3580,0671003755,6
4365,0671003755,0
4570,0671003755,8
6575,0671003755,0
7125,0671003755,0
7158,0671003755,0
7283,0671003755,0
7509,0671003755,0
7915,0671003755,0
8362,0671003755,0
9893,0671003755,0
10207,0671003755,0
10619,0671003755,0
10819,0671003755,0
11657,0671003755,0
11676,0671003755,1
12316,0671003755,10
13071,0671003755,8
13273,0671003755,0
13552,0671003755,0
14768,0671003755,0
277315,0060976845,5
278692,0060976845,0
278843,0060976845,0
165,0060976845,9
388,0060976845,3
486,0060976845,8
559,0060976845,0
1131,0060976845,7
3363,0060976845,0
4954,0060976845,0
5439,0060976845,0
6251,0060976845,0
6501,0060976845,7
6563,0060976845,0
6575,0060976845,0
7125,0060976845,0
7158,0060976845,0
7318,0060976845,0
8509,0060976845,0
9747,0060976845,0
10314,0060976845,9
10447,0060976845,8
10959,0060976845,9
11676,0060976845,0
11724,0060976845,7
12982,0060976845,0
13093,0060976845,0
13273,0060976845,0
13503,0060976845,10
13552,0060976845,0
277427,1400034779,0
278503,1400034779,0
278582,1400034779,10
1054,1400034779,8
1075,1400034779,5
1129,1400034779,0
2503,1400034779,7
3344,1400034779,9
4571,1400034779,9
4999,1400034779,10
6251,1400034779,0
6566,1400034779,9
6575,1400034779,9
7125,1400034779,0
7134,1400034779,7
8066,1400034779,0
8630,1400034779,7
8864,1400034779,8
10447,1400034779,0
11676,1400034779,0
12080,1400034779,0
13273,1400034779,0
14387,1400034779,9
14422,1400034779,9
14521,1400034779,0
15497,1400034779,0
15819,1400034779,0
16106,1400034779,10
17761,1400034779,0
18067,1400034779,0
277478,0786868716,0
99,0786868716,0
1424,0786868716,0
1848,0786868716,10
2110,0786868716,0
4017,0786868716,0
4385,0786868716,0
4821,0786868716,6
6251,0786868716,0
6563,0786868716,10
7125,0786868716,10
7283,0786868716,0
7346,0786868716,7
7915,0786868716,10
8245,0786868716,0
8782,0786868716,9
10118,0786868716,10
10314,0786868716,0
10447,0786868716,7
11400,0786868716,9
11676,0786868716,9
12154,0786868716,7
12220,0786868716,2
13552,0786868716,9
13850,0786868716,5
14667,0786868716,0
15780,0786868716,9
16009,0786868716,6
16718,0786868716,10
16795,0786868716,8
277478,0440234743,0
278144,0440234743,0
9,0440234743,0
243,0440234743,0
388,0440234743,0
2977,0440234743,0
3329,0440234743,8
3363,0440234743,0
5760,0440234743,0
6795,0440234743,0
7346,0440234743,9
7352,0440234743,8
9419,0440234743,5
9747,0440234743,0
9856,0440234743,0
11224,0440234743,6
11676,0440234743,9
12685,0440234743,10
12923,0440234743,10
13552,0440234743,8
13582,0440234743,0
14521,0440234743,0
16666,0440234743,0
16795,0440234743,0
17761,0440234743,0
19445,0440234743,0
20435,0440234743,0
20462,0440234743,0
20783,0440234743,0
20801,0440234743,8
277639,0440222656,0
278418,0440222656,0
1424,0440222656,0
6251,0440222656,7
6575,0440222656,0
6592,0440222656,8
7346,0440222656,0
7569,0440222656,0
7860,0440222656,0
8019,0440222656,0
8089,0440222656,10
8245,0440222656,0
10234,0440222656,0
11400,0440222656,6
11567,0440222656,7
11601,0440222656,0
11676,0440222656,1
12538,0440222656,0
13552,0440222656,0
14422,0440222656,0
14521,0440222656,10
15957,0440222656,0
16116,0440222656,8
16488,0440222656,0
16510,0440222656,9
16795,0440222656,9
16916,0440222656,7
18096,0440222656,0
18519,0440222656,0
20115,0440222656,0
2033,0440221471,0
2276,0440221471,10
2630,0440221471,0
4385,0440221471,10
5037,0440221471,10
5990,0440221471,0
6251,0440221471,0
7312,0440221471,0
7346,0440221471,9
7620,0440221471,7
9856,0440221471,0
11676,0440221471,9
11851,0440221471,0
12982,0440221471,7
13552,0440221471,8
13582,0440221471,0
14521,0440221471,0
15822,0440221471,0
16479,0440221471,0
16795,0440221471,0
18082,0440221471,8
18203,0440221471,10
20577,0440221471,0
20583,0440221471,7
22074,0440221471,7
23511,0440221471,10
25395,0440221471,10
25919,0440221471,0
26371,0440221471,8
26544,0440221471,0
277427,0345361792,0
278418,0345361792,0
1025,0345361792,0
2996,0345361792,8
6238,0345361792,8
6492,0345361792,0
6900,0345361792,0
7346,0345361792,9
7864,0345361792,7
9381,0345361792,0
9856,0345361792,10
10946,0345361792,0
11362,0345361792,10
11676,0345361792,10
12707,0345361792,10
13082,0345361792,0
13273,0345361792,0
14387,0345361792,9
14422,0345361792,0
16155,0345361792,8
16795,0345361792,0
17588,0345361792,10
17710,0345361792,0
17950,0345361792,0
18317,0345361792,9
20005,0345361792,6
20150,0345361792,10
21404,0345361792,0
21811,0345361792,0
23280,0345361792,10
277195,0440236673,0
278418,0440236673,0
1424,0440236673,0
2276,0440236673,10
2766,0440236673,0
3363,0440236673,0
3709,0440236673,7
4066,0440236673,7
6575,0440236673,0
7346,0440236673,8
7348,0440236673,0
8309,0440236673,8
9083,0440236673,4
9227,0440236673,9
9408,0440236673,0
11245,0440236673,7
11676,0440236673,8
13133,0440236673,8
13659,0440236673,0
14374,0440236673,0
15655,0440236673,10
16718,0440236673,0
17159,0440236673,9
17859,0440236673,0
18733,0440236673,7
20119,0440236673,0
20164,0440236673,0
21014,0440236673,0
21069,0440236673,0
21404,0440236673,0
277965,0345417623,0
278144,0345417623,0
16,0345417623,0
1376,0345417623,8
1848,0345417623,8
2087,0345417623,0
3363,0345417623,0
4556,0345417623,0
5815,0345417623,0
6251,0345417623,0
7346,0345417623,0
8682,0345417623,8
8782,0345417623,0
9227,0345417623,7
10215,0345417623,6
10470,0345417623,7
11676,0345417623,10
12565,0345417623,7
13600,0345417623,0
13726,0345417623,7
13915,0345417623,0
16551,0345417623,8
16666,0345417623,5
16795,0345417623,5
16799,0345417623,7
17172,0345417623,0
17353,0345417623,8
17796,0345417623,0
18583,0345417623,8
19085,0345417623,8
277698,0316769487,6
91,0316769487,9
254,0316769487,0
280,0316769487,7
638,0316769487,10
1797,0316769487,0
3542,0316769487,0
7346,0316769487,0
7651,0316769487,3
7841,0316769487,7
8801,0316769487,8
10134,0316769487,3
11507,0316769487,9
11601,0316769487,0
11676,0316769487,0
12569,0316769487,0
12966,0316769487,9
13093,0316769487,0
13850,0316769487,9
13995,0316769487,9
14456,0316769487,8
15185,0316769487,5
16795,0316769487,8
17183,0316769487,6
17335,0316769487,0
17459,0316769487,0
17950,0316769487,9
18067,0316769487,3
19127,0316769487,8
19132,0316769487,8
277427,0385484518,0
277756,0385484518,7
277798,0385484518,8
277965,0385484518,10
1898,0385484518,8
2855,0385484518,0
3206,0385484518,8
4157,0385484518,0
4973,0385484518,8
5975,0385484518,0
6251,0385484518,7
6563,0385484518,10
6575,0385484518,6
8782,0385484518,0
9747,0385484518,0
10118,0385484518,10
11601,0385484518,0
11676,0385484518,9
11687,0385484518,0
11724,0385484518,0
12209,0385484518,10
12811,0385484518,0
13273,0385484518,0
13552,0385484518,10
13605,0385484518,0
13850,0385484518,10
16155,0385484518,0
16795,0385484518,0
17950,0385484518,8
18025,0385484518,0
277170,0446610038,0
278019,0446610038,0
278535,0446610038,10
1436,0446610038,0
3099,0446610038,7
6074,0446610038,8
6543,0446610038,9
7930,0446610038,0
8253,0446610038,0
8672,0446610038,0
8936,0446610038,0
9178,0446610038,8
9417,0446610038,7
9454,0446610038,0
9492,0446610038,10
9908,0446610038,0
10314,0446610038,0
11609,0446610038,8
11676,0446610038,10
14521,0446610038,0
15853,0446610038,0
16795,0446610038,9
16949,0446610038,0
17229,0446610038,8
18401,0446610038,10
19711,0446610038,0
20115,0446610038,0
20336,0446610038,0
20445,0446610038,6
21014,0446610038,0
276953,0446310786,10
277743,0446310786,9
278418,0446310786,0
26,0446310786,10
1032,0446310786,10
2766,0446310786,10
3542,0446310786,10
4017,0446310786,10
4225,0446310786,10
4794,0446310786,0
7346,0446310786,0
7409,0446310786,8
7841,0446310786,5
8115,0446310786,8
8253,0446310786,10
8362,0446310786,0
9094,0446310786,0
9381,0446310786,0
9417,0446310786,7
10118,0446310786,0
10314,0446310786,9
11601,0446310786,10
11676,0446310786,0
12538,0446310786,0
13850,0446310786,9
15720,0446310786,10
15775,0446310786,8
16634,0446310786,0
17950,0446310786,8
19336,0446310786,7
277466,04402216524,0
278014,04402216524,0
278137,04402216524,0
741,04402216524,0
1436,04402216524,6
1790,04402216524,5
2033,04402216524,0
7346,04402216524,0
7620,04402216524,8
8782,04402216524,0
9454,04402216524,9
9571,04402216524,0
9747,04402216524,0
9856,04402216524,0
10162,04402216524,6
11676,04402216524,0
11993,04402216524,0
12538,04402216524,0
12569,04402216524,0
12977,04402216524,6
13082,04402216524,0
13540,04402216524,0
13552,04402216524,8
13582,04402216524,0
13659,04402216524,0
14521,04402216524,0
15408,04402216524,0
16795,04402216524,5
17894,04402216524,8
18172,04402216524,0
2313,0375706771,0
3363,0375706771,0
4234,0375706771,0
5850,0375706771,10
6575,0375706771,7
7346,0375706771,0
7915,0375706771,8
8253,0375706771,0
10314,0375706771,0
10447,0375706771,0
11676,0375706771,6
12331,0375706771,0
13273,0375706771,0
16795,0375706771,7
16818,0375706771,7
16943,0375706771,0
17905,0375706771,0
18439,0375706771,0
20106,0375706771,5
21014,0375706771,0
22625,0375706771,10
23511,0375706771,0
23699,0375706771,0
23768,0375706771,0
24921,0375706771,0
26538,0375706771,8
26659,0375706771,0
27193,0375706771,0
27812,0375706771,0
28360,0375706771,0
276964,0440220602,9
278418,0440220602,0
2033,0440220602,0
4938,0440220602,8
6894,0440220602,0
8019,0440220602,7
8066,0440220602,0
8362,0440220602,0
10447,0440220602,0
11224,0440220602,7
11676,0440220602,0
12538,0440220602,0
13273,0440220602,0
13552,0440220602,7
14768,0440220602,0
15408,0440220602,0
16418,0440220602,0
16795,0440220602,0
16916,0440220602,0
18282,0440220602,0
19011,0440220602,8
21014,0440220602,0
21920,0440220602,0
23511,0440220602,10
23768,0440220602,0
23902,0440220602,5
25395,0440220602,0
25533,0440220602,0
26544,0440220602,0
26593,0440220602,0
277168,0440225701,0
277427,0440225701,0
277478,0440225701,0
277922,0440225701,6
278188,0440225701,9
278333,0440225701,10
278418,0440225701,0
51,0440225701,9
243,0440225701,0
735,0440225701,0
1619,0440225701,9
5331,0440225701,0
5476,0440225701,5
6866,0440225701,7
7346,0440225701,10
7352,0440225701,0
7860,0440225701,0
9856,0440225701,0
11224,0440225701,0
11676,0440225701,8
12538,0440225701,0
13552,0440225701,0
16795,0440225701,0
17337,0440225701,10
